u,g,r,i,z,u_g,g_r,r_i,i_z,redshift,class
22.26935,21.25089,20.60685,20.15886,19.71387,1.018460000000001,0.6440399999999968,0.4479900000000008,0.44499000000000066,2.596719,QSO
20.40199,18.49575,17.44156,17.00028,16.61294,1.9062400000000004,1.054190000000002,0.441279999999999,0.3873400000000018,0.1210939,GALAXY
20.32105,19.27924,18.92015,18.82343,18.81437,1.0418099999999981,0.3590900000000019,0.09672000000000125,0.00905999999999807,-0.000200143,STAR
24.00567,21.76776,21.87747,21.81895,22.01129,2.2379099999999994,-0.10970999999999975,0.05851999999999791,-0.19233999999999796,-0.0007566107,STAR
19.95926,19.78148,20.11292,20.41263,20.56289,0.17778000000000205,-0.3314400000000006,-0.29971000000000103,-0.1502599999999994,-0.000126712,STAR
23.48704,22.43982,20.74098,19.69963,19.24057,1.0472199999999994,1.6988400000000006,1.0413500000000013,0.45905999999999736,0.6197446,GALAXY
22.12286,21.69964,21.3773,21.04292,20.76286,0.4232200000000006,0.32233999999999696,0.334380000000003,0.28005999999999887,2.019793,QSO
18.98544,17.49077,16.92088,16.70062,16.63207,1.4946699999999993,0.5698900000000009,0.22025999999999968,0.06855000000000189,7.87175e-05,STAR
23.60232,22.8439,21.97899,20.82977,19.95975,0.7584199999999974,0.8649100000000018,1.1492199999999997,0.8700200000000002,1.040596,QSO
21.8854,21.32483,20.66474,20.45492,20.05036,0.560570000000002,0.6600900000000003,0.209819999999997,0.40456000000000003,0.2244602,GALAXY
19.42914,18.2557,17.75584,17.56583,17.46513,1.1734399999999994,0.49986000000000175,0.1900100000000009,0.10069999999999979,-0.0006113182,STAR
20.98739,20.43195,20.35194,20.33853,20.15788,0.5554400000000008,0.08001000000000147,0.013410000000000366,0.18064999999999998,2.289408,QSO
21.38662,20.47831,20.38062,20.29315,20.12986,0.9083100000000002,0.09769000000000005,0.08746999999999971,0.16328999999999994,-0.0004726387,STAR
19.65727,18.77756,18.48939,18.42524,18.38675,0.8797099999999993,0.2881700000000009,0.06415000000000148,0.03848999999999947,-0.0008390771,STAR
21.39817,19.547,18.54835,17.61457,17.07362,1.8511699999999998,0.9986500000000014,0.9337799999999987,0.5409500000000023,8.675962e-05,STAR
20.34983,20.23335,19.95553,19.77036,19.76796,0.11647999999999925,0.27782000000000195,0.1851699999999994,0.002400000000001512,1.421076,QSO
19.58724,18.59346,18.22109,18.04958,18.01598,0.993780000000001,0.3723700000000001,0.17151000000000138,0.03359999999999985,-0.0003131031,STAR
23.43259,23.30055,22.32596,21.80608,21.34009,0.13203999999999994,0.9745900000000027,0.519879999999997,0.46599000000000146,0.7001436,GALAXY
24.61847,22.93081,21.5702,20.42033,19.62781,1.6876599999999975,1.3606100000000012,1.14987,0.7925199999999997,0.0001083011,STAR
26.36151,23.50848,22.75484,21.07888,20.2742,2.8530300000000004,0.7536399999999972,1.67596,0.8046800000000012,0.6473706,GALAXY
25.46789,22.1717,20.31714,19.31849,19.00852,3.2961899999999993,1.8545600000000029,0.9986499999999978,0.30996999999999986,0.5206485,GALAXY
22.42447,22.07219,20.45697,19.55669,19.35538,0.35228000000000037,1.6152200000000008,0.9002799999999986,0.20130999999999943,0.4901956,GALAXY
20.44568,19.13405,18.67827,18.48432,18.39037,1.311630000000001,0.4557799999999972,0.19395000000000095,0.09394999999999953,-0.0001466359,STAR
24.92846,23.13004,21.59427,20.18507,19.6277,1.7984200000000001,1.5357699999999994,1.409200000000002,0.5573699999999988,1.015473e-06,STAR
22.03969,21.50273,20.60245,19.87311,19.72092,0.5369600000000005,0.9002799999999986,0.7293400000000005,0.15219000000000094,0.6679862,GALAXY
22.98787,23.12919,22.40422,21.96595,21.22414,-0.14132000000000033,0.7249700000000026,0.43826999999999927,0.741810000000001,1.004136,GALAXY
23.25133,20.1185,19.63007,19.56028,19.76831,3.1328299999999984,0.48843000000000103,0.06979000000000113,-0.20803000000000083,3.270033,QSO
22.99716,20.83692,19.78141,19.31309,19.04488,2.1602400000000017,1.0555099999999982,0.46832000000000207,0.26820999999999984,-0.0004403697,STAR
21.23727,20.10097,19.74258,19.61954,19.59814,1.1362999999999985,0.35839,0.1230399999999996,0.021399999999999864,-0.0007569188,STAR
19.69072,19.44993,19.10209,19.22434,19.21875,0.2407900000000005,0.34783999999999793,-0.12225000000000108,0.005590000000001538,1.06219,QSO
23.48295,23.86232,22.50661,19.49903,17.9094,-0.37937000000000154,1.355710000000002,3.0075799999999973,1.5896299999999997,-1.850511e-05,STAR
23.60017,23.49864,21.46616,20.07071,19.33364,0.10152999999999679,2.032480000000003,1.3954500000000003,0.7370699999999992,0.6461555,GALAXY
20.93945,20.69991,20.63968,20.36704,20.29942,0.23954000000000164,0.06023000000000067,0.2726399999999991,0.06761999999999802,1.607937,QSO
25.77342,24.24898,23.54349,21.81719,21.42731,1.524440000000002,0.7054900000000011,1.7262999999999984,0.38988000000000156,0.7910262,GALAXY
21.62786,20.81255,21.0078,20.8267,20.40065,0.8153099999999966,-0.19524999999999793,0.1811000000000007,0.42605000000000004,2.397261,QSO
18.003,16.98617,16.65305,16.51321,16.49671,1.0168299999999988,0.33312000000000097,0.13983999999999952,0.016500000000000625,-0.0008029171,STAR
22.45625,21.66058,20.93964,20.71198,20.38653,0.7956700000000012,0.7209399999999988,0.2276600000000002,0.32545,1.306129,QSO
19.7842,18.33478,17.6449,17.26853,17.01549,1.44942,0.6898799999999987,0.3763700000000014,0.2530399999999986,0.1345556,GALAXY
21.39323,20.87288,20.69433,20.44057,20.53297,0.5203500000000005,0.17854999999999777,0.25375999999999976,-0.09239999999999782,1.525442,QSO
21.95072,20.50134,20.00186,19.69998,19.6187,1.4493800000000014,0.49947999999999837,0.3018800000000006,0.08127999999999957,-0.0008848552,STAR
23.53158,22.79818,21.56249,20.94714,20.52613,0.7334000000000032,1.2356899999999982,0.6153499999999994,0.42101000000000255,-6.305501e-05,STAR
21.78296,21.92826,22.11971,21.90728,22.17337,-0.14530000000000243,-0.19144999999999968,0.21243000000000123,-0.2660899999999984,1.784701,QSO
24.32661,22.27849,21.18816,21.18675,20.78849,2.0481199999999973,1.0903300000000016,0.0014099999999999113,0.3982600000000005,0.0003331527,STAR
21.32341,21.06184,20.99042,20.72736,20.91986,0.26156999999999897,0.07141999999999982,0.2630599999999994,-0.192499999999999,2.114196,QSO
25.14834,22.19908,20.76118,19.71715,19.14577,2.9492600000000024,1.437899999999999,1.0440299999999993,0.5713800000000013,7.39123e-05,STAR
20.85363,19.14071,18.09111,17.5684,17.17407,1.7129200000000004,1.049599999999998,0.52271,0.39433000000000007,0.1272586,GALAXY
24.82561,22.41741,20.58377,19.63994,19.70891,2.408200000000001,1.833639999999999,0.943830000000002,-0.0689700000000002,0.5626275,GALAXY
23.5269,20.98154,20.50265,20.21703,19.93419,2.5453600000000023,0.4788899999999998,0.285619999999998,0.2828400000000002,-0.0004455194,STAR
23.69945,23.07374,20.84564,19.76108,19.37484,0.625709999999998,2.2281000000000013,1.0845599999999997,0.3862400000000008,0.5398807,GALAXY
21.54227,18.91024,17.65746,17.11063,16.77505,2.6320299999999968,1.2527800000000013,0.5468299999999999,0.3355800000000002,5.519e-05,STAR
24.05794,21.19569,19.41156,18.7623,18.32697,2.8622499999999995,1.7841299999999976,0.6492600000000017,0.43533000000000044,0.3742192,GALAXY
22.19779,21.87465,21.75575,21.58455,21.77677,0.3231400000000022,0.1189,0.1711999999999989,-0.19221999999999895,1.826406,QSO
23.70998,21.70868,21.18481,20.50947,20.26788,2.0013000000000005,0.5238700000000023,0.6753399999999985,0.24158999999999864,2.787662,QSO
22.36136,21.98291,22.28143,21.86987,21.98517,0.37845000000000084,-0.2985199999999999,0.4115600000000015,-0.11530000000000129,1.742163,QSO
26.43719,22.04125,21.18192,21.23609,20.45878,4.3959399999999995,0.8593299999999999,-0.05416999999999916,0.77731,1.247769,QSO
23.40157,22.41427,20.42913,19.49374,18.88994,0.9873000000000012,1.9851399999999977,0.9353900000000017,0.6037999999999997,0.5001587,GALAXY
22.31867,23.89362,21.61246,20.54326,19.86142,-1.5749499999999976,2.28116,1.0691999999999986,0.6818400000000011,1.165946,QSO
17.25719,16.05376,15.63719,15.51799,15.46191,1.2034300000000009,0.4165700000000001,0.11920000000000108,0.056079999999999686,-6.136934e-05,STAR
23.28609,24.11996,22.27717,21.66658,22.6213,-0.8338699999999974,1.8427899999999973,0.610590000000002,-0.9547200000000018,0.8150815,GALAXY
21.85399,20.8969,20.4622,20.22812,20.405,0.9570900000000009,0.4346999999999994,0.23407999999999873,-0.1768800000000006,0.0002359841,STAR
21.76147,21.17573,21.08334,21.19373,20.63689,0.5857399999999977,0.09239000000000175,-0.11038999999999888,0.5568399999999976,2.594873,QSO
20.92569,18.0922,16.68061,16.9125,15.65477,2.833490000000001,1.4115899999999968,-0.23188999999999993,1.2577300000000022,2.380133e-05,STAR
24.14533,22.00804,20.5627,19.20853,18.54892,2.13729,1.4453400000000016,1.3541699999999999,0.6596100000000007,0.0001869448,STAR
22.09398,21.70409,21.60573,21.72319,21.26084,0.3898899999999976,0.09835999999999956,-0.11745999999999768,0.46234999999999715,1.404986,GALAXY
23.08622,23.4232,22.30065,21.94701,21.54339,-0.3369800000000005,1.1225500000000004,0.3536400000000022,0.4036200000000001,-0.003785658,STAR
18.18715,17.89938,17.66178,17.61926,17.57007,0.2877699999999983,0.23760000000000048,0.04251999999999967,0.0491899999999994,0.9746026,QSO
25.41149,21.85263,21.61222,21.41801,21.88248,3.5588599999999992,0.24041000000000068,0.19421000000000177,-0.46447000000000216,1.557082,QSO
22.72659,22.31748,20.5118,19.45051,18.86085,0.40911000000000186,1.8056799999999988,1.0612899999999996,0.5896600000000021,0.5326954,GALAXY
21.19927,21.1363,21.35887,20.90764,20.68535,0.06296999999999997,-0.22257000000000104,0.4512299999999989,0.222290000000001,2.041172,QSO
18.74317,18.36775,17.86172,17.56248,17.19862,0.3754199999999983,0.5060300000000026,0.2992399999999975,0.3638600000000025,0.2591352,QSO
20.971,21.07396,20.60022,20.74847,21.20825,-0.1029599999999995,0.4737399999999994,-0.14825000000000088,-0.4597799999999985,1.176301,QSO
22.92313,22.96952,21.7858,21.60169,21.79385,-0.04638999999999882,1.183720000000001,0.1841099999999969,-0.19215999999999767,-0.002887673,STAR
24.15585,21.45501,19.95014,19.17703,18.73145,2.7008399999999995,1.5048700000000004,0.7731100000000026,0.44557999999999964,0.0001548878,STAR
22.66847,21.80062,21.65633,21.24479,21.35207,0.8678500000000007,0.14428999999999803,0.41154000000000224,-0.10728000000000293,2.048543,QSO
20.96261,20.41401,20.46914,20.516,20.17137,0.5486000000000004,-0.05512999999999835,-0.04685999999999879,0.34462999999999866,2.300235,QSO
20.42102,20.2347,20.1485,20.12494,20.04634,0.1863199999999985,0.08620000000000161,0.023559999999999803,0.078599999999998,2.047425,QSO
21.93789,21.34084,21.22017,21.01729,20.71543,0.5970499999999994,0.1206700000000005,0.2028800000000004,0.3018599999999978,2.671411,QSO
22.3345,20.11953,19.85842,19.79839,19.69966,2.2149699999999974,0.2611100000000022,0.060029999999997585,0.09872999999999976,3.086987,QSO
22.44092,21.70672,20.19239,19.24744,18.79758,0.7341999999999977,1.514330000000001,0.9449499999999986,0.44986000000000104,0.5452714,GALAXY
19.46004,19.39937,19.16655,19.0821,19.17241,0.060669999999998225,0.23282000000000025,0.08445000000000036,-0.09030999999999878,1.340862,QSO
22.33467,21.41184,21.23132,20.79749,20.67128,0.9228299999999976,0.18052000000000135,0.4338300000000004,0.12621000000000038,1.971123,QSO
23.56041,22.04006,20.61942,19.83357,19.25919,1.5203500000000005,1.4206399999999988,0.7858499999999999,0.5743800000000014,0.5183166,GALAXY
22.12241,21.80381,20.61898,18.75981,18.14339,0.3186,1.184829999999998,1.8591699999999989,0.6164200000000015,-9.170364e-05,STAR
18.20559,15.92862,15.03155,14.67264,14.47087,2.2769700000000004,0.8970700000000011,0.35890999999999984,0.20176999999999978,7.798948e-05,STAR
23.22775,23.64282,21.72756,20.59965,19.91482,-0.41507000000000005,1.91526,1.12791,0.6848300000000016,0.582482,GALAXY
21.23964,19.39108,18.61889,18.28509,18.09776,1.8485600000000026,0.7721899999999984,0.3338000000000001,0.18732999999999933,5.136072e-05,STAR
21.10303,21.05543,20.69099,20.88129,20.8712,0.0475999999999992,0.3644400000000019,-0.19030000000000058,0.010089999999998156,1.267648,QSO
26.91778,23.307,22.66506,21.32036,19.97026,3.610780000000002,0.6419399999999982,1.3446999999999996,1.3501000000000012,0.001456211,STAR
21.98285,21.47063,21.36881,21.48924,21.2709,0.5122199999999992,0.10182000000000002,-0.12042999999999893,0.21833999999999776,2.479051,QSO
18.98265,16.8442,15.93466,15.54983,15.31243,2.138449999999999,0.9095400000000016,0.3848299999999991,0.23739999999999917,0.0003001832,STAR
22.7261,22.05298,22.10413,22.01579,21.40309,0.6731199999999973,-0.05114999999999981,0.0883400000000023,0.6127000000000002,0.0004148048,STAR
17.56474,16.57432,16.21273,16.09732,16.08501,0.9904200000000003,0.36158999999999963,0.11541000000000068,0.012309999999999377,-8.056209e-05,STAR
19.30704,18.35209,17.65901,17.2204,17.00935,0.9549500000000002,0.6930800000000019,0.43860999999999706,0.21105000000000018,0.2200215,GALAXY
23.5017,20.43991,18.9669,17.9595,17.35866,3.0617899999999985,1.4730100000000022,1.0074000000000005,0.600839999999998,4.173039e-05,STAR
20.19013,20.06141,19.63555,19.62659,19.70135,0.12872000000000128,0.4258600000000001,0.008959999999998303,-0.07476000000000127,1.207661,QSO
18.10654,16.39682,15.61942,15.23801,14.95248,1.7097199999999972,0.7774000000000019,0.3814100000000007,0.2855299999999996,0.02374463,GALAXY
24.11946,24.54922,21.72329,20.46426,19.67913,-0.42975999999999814,2.8259299999999996,1.2590299999999992,0.7851299999999988,0.8588642,GALAXY
26.31563,24.46391,21.50802,20.43375,19.48616,1.8517200000000003,2.95589,1.0742699999999985,0.9475899999999982,0.8655235,GALAXY
19.15197,18.23692,17.87431,17.7303,17.65741,0.9150499999999973,0.3626100000000001,0.14401000000000153,0.07289000000000101,-0.0003190772,STAR
23.39182,22.72281,20.79622,19.60292,19.02724,0.6690100000000001,1.9265899999999974,1.1933000000000007,0.575680000000002,0.5913289,GALAXY
17.69279,16.19856,15.61991,15.40767,15.33096,1.4942299999999982,0.5786499999999997,0.21224000000000132,0.07671000000000028,-0.0002391953,STAR
21.28854,20.29748,19.7925,19.56425,19.49865,0.9910600000000009,0.5049799999999998,0.22824999999999918,0.06559999999999988,0.6945515,GALAXY
22.98682,22.0383,20.48026,19.42422,19.03446,0.948520000000002,1.5580399999999983,1.056040000000003,0.389759999999999,0.5295685,GALAXY
21.74715,21.66815,21.41055,21.26972,20.96734,0.07900000000000063,0.25760000000000005,0.14083000000000112,0.3023799999999994,1.301111,QSO
20.56656,20.48502,20.43689,20.40608,20.35057,0.08154000000000039,0.04813000000000045,0.030809999999998894,0.05550999999999817,1.510443,QSO
21.13865,20.91615,20.88918,20.74403,20.86094,0.22250000000000014,0.026969999999998606,0.145150000000001,-0.11691000000000074,1.480454,QSO
19.76058,18.52781,17.77304,17.36318,17.087,1.2327700000000021,0.754769999999997,0.4098600000000019,0.2761800000000001,0.1579414,GALAXY
18.84097,17.42277,16.88515,16.69957,16.61958,1.4181999999999988,0.5376200000000004,0.18557999999999808,0.07999000000000223,-1.988818e-05,STAR
18.63086,17.66878,17.41156,17.28826,17.27193,0.9620799999999967,0.2572200000000002,0.12330000000000041,0.016329999999999956,0.0003757848,STAR
24.43155,21.7263,19.73494,18.75128,18.09009,2.705250000000003,1.9913599999999967,0.9836600000000004,0.6611900000000013,0.5203859,GALAXY
22.26597,22.07579,21.91615,21.47126,21.27998,0.19017999999999802,0.1596400000000031,0.44488999999999734,0.19128000000000256,1.842787,QSO
17.37645,15.86794,15.26001,14.98452,14.87672,1.5085099999999976,0.6079300000000014,0.27548999999999957,0.10779999999999923,-8.006251e-05,STAR
22.48471,22.79192,21.63808,21.50117,20.92562,-0.3072100000000013,1.1538400000000024,0.1369100000000003,0.5755499999999998,0.7369243,GALAXY
18.88887,17.91233,17.58084,17.46614,17.43217,0.97654,0.3314900000000023,0.11469999999999914,0.033970000000000056,-0.0001525926,STAR
24.02664,22.92755,21.26595,20.1524,19.64175,1.0990900000000003,1.6616,1.11355,0.5106500000000018,0.6112235,GALAXY
18.28913,17.06234,16.99645,17.01594,17.05124,1.2267900000000012,0.06588999999999956,-0.019490000000001118,-0.03529999999999944,-0.0007836185,STAR
19.83456,19.62206,19.35196,19.34287,19.44421,0.21249999999999858,0.2701000000000029,0.009089999999996934,-0.10134000000000043,1.145614,QSO
20.11333,19.24183,18.91663,18.81071,18.75906,0.871500000000001,0.3251999999999988,0.10592000000000112,0.05164999999999864,-0.000360612,STAR
22.99922,20.66851,20.05412,19.94334,20.07413,2.33071,0.6143900000000002,0.11078000000000188,-0.13079000000000107,1.465283,QSO
21.7652,20.96253,20.76688,20.40808,20.03684,0.8026699999999991,0.19565000000000055,0.3587999999999987,0.37124000000000024,0.8512262,QSO
23.10529,21.82668,20.24099,19.12675,18.73788,1.2786100000000005,1.5856899999999996,1.1142399999999988,0.3888700000000007,0.5942271,GALAXY
22.07237,20.72141,19.58344,19.08734,18.75362,1.3509600000000006,1.1379699999999993,0.49609999999999843,0.3337199999999996,0.1449781,GALAXY
21.06709,18.92584,17.6883,17.16763,16.79557,2.1412499999999994,1.2375399999999992,0.5206700000000026,0.3720599999999976,0.1747565,GALAXY
22.83141,20.77492,19.62893,19.16935,18.92192,2.05649,1.1459900000000012,0.459579999999999,0.24743000000000137,-7.157827e-05,STAR
21.22529,21.30157,21.29521,20.99635,21.09134,-0.07628000000000057,0.0063600000000008095,0.29886000000000124,-0.09498999999999924,2.142441,QSO
21.05878,20.07202,19.86308,19.89271,19.61334,0.9867600000000003,0.20893999999999835,-0.029630000000000933,0.2793700000000001,2.476911,QSO
22.95651,19.82764,18.28434,17.70431,17.3427,3.1288700000000027,1.5432999999999986,0.5800300000000007,0.3616099999999989,0.2775564,GALAXY
22.16646,21.31422,20.63509,19.89986,19.68789,0.8522400000000019,0.6791299999999971,0.7352300000000014,0.21197000000000088,0.6593171,GALAXY
22.00335,21.13725,20.75776,20.5974,19.82168,0.8660999999999994,0.37949000000000055,0.16036000000000072,0.7757199999999997,2.237561,QSO
19.19712,17.67574,16.9505,16.58173,16.34619,1.5213800000000006,0.7252399999999994,0.3687700000000014,0.2355400000000003,0.07484239,GALAXY
22.40748,22.72704,22.03136,21.67872,20.868,-0.3195599999999992,0.6956799999999994,0.35264000000000095,0.8107199999999999,1.007567,GALAXY
22.17256,21.14191,20.64492,20.61265,20.13042,1.0306500000000014,0.49699000000000026,0.032270000000000465,0.4822299999999977,2.37424,QSO
22.06464,20.7953,20.5781,20.54144,20.21459,1.2693399999999997,0.21720000000000184,0.036659999999997694,0.3268500000000003,-0.0006117439,STAR
23.8415,23.38209,22.73955,21.96689,21.26303,0.4594099999999983,0.6425400000000003,0.7726600000000019,0.7038599999999988,1.065722,GALAXY
24.14937,21.03869,19.26026,18.52106,17.97175,3.110680000000002,1.7784300000000002,0.7392000000000003,0.5493099999999984,0.3850157,GALAXY
20.35039,18.18652,16.88648,16.36939,15.98839,2.1638699999999993,1.3000400000000027,0.5170899999999996,0.38099999999999845,0.1638223,GALAXY
21.16425,20.80207,20.88274,20.61283,20.60411,0.3621799999999986,-0.0806699999999978,0.26990999999999943,0.008720000000000283,1.668911,QSO
22.0736,21.37025,20.68615,20.50526,20.19746,0.7033500000000004,0.6840999999999973,0.18089000000000155,0.3078000000000003,2.341352,QSO
21.78479,21.87284,21.38097,21.53534,21.04307,-0.08804999999999907,0.4918699999999987,-0.15437000000000012,0.4922700000000013,1.204561,QSO
23.02528,21.64471,21.40679,21.26386,20.80466,1.3805699999999987,0.23791999999999902,0.14292999999999978,0.4592000000000027,2.886262,QSO
22.96026,21.16594,20.8127,20.75517,21.28665,1.7943200000000026,0.35323999999999955,0.05752999999999986,-0.531480000000002,-0.000833821,STAR
26.20395,22.29202,20.81696,19.84667,19.39497,3.911929999999998,1.4750599999999991,0.9702900000000021,0.4516999999999989,0.5529293,GALAXY
20.09906,20.13874,20.05011,19.82099,19.6287,-0.03967999999999705,0.08862999999999843,0.22912000000000177,0.19228999999999985,2.750205,QSO
23.19589,22.56815,20.96958,19.87042,19.21666,0.6277399999999993,1.5985699999999987,1.0991600000000012,0.6537599999999983,-6.797814e-05,STAR
21.92289,21.65022,21.55426,21.45464,21.08996,0.27266999999999797,0.0959600000000016,0.09961999999999804,0.3646799999999999,1.582088,QSO
21.79121,21.04825,20.74685,20.70328,20.52675,0.7429600000000001,0.301400000000001,0.043569999999999,0.17652999999999963,0.0004199587,STAR
20.7317,19.61811,19.19044,19.0472,18.97212,1.1135899999999985,0.42767000000000266,0.1432399999999987,0.07507999999999981,4.68141e-05,STAR
23.35047,21.96996,20.28728,19.45238,18.8686,1.380510000000001,1.6826800000000013,0.8348999999999975,0.5837800000000009,0.4472291,GALAXY
23.78719,21.15197,20.08426,19.71345,19.42253,2.6352200000000003,1.0677099999999982,0.37080999999999875,0.2909200000000034,5.689708e-05,STAR
21.83489,20.86297,20.42285,19.96574,19.7119,0.9719200000000008,0.4401200000000003,0.4571100000000001,0.2538400000000003,0.6201658,QSO
20.8929,20.47575,20.58659,20.45241,20.2686,0.41714999999999947,-0.1108399999999996,0.13418000000000063,0.18381000000000114,2.185467,QSO
21.58946,21.32142,20.99133,20.74328,21.06289,0.26803999999999917,0.33008999999999844,0.24805000000000277,-0.31961000000000084,1.509294,QSO
19.19764,18.25931,18.11284,18.03928,18.039,0.9383300000000006,0.14647000000000077,0.07355999999999696,0.000280000000000058,-0.0002886313,STAR
21.62541,19.67664,18.23034,17.68671,17.30703,1.9487699999999997,1.4462999999999973,0.5436300000000003,0.37968000000000046,0.2491772,GALAXY
26.55165,21.6101,19.77589,19.04404,18.53048,4.941549999999999,1.8342099999999988,0.7318500000000014,0.5135599999999982,0.4293937,GALAXY
19.44847,17.69581,16.89057,16.54286,16.27811,1.7526599999999988,0.8052400000000013,0.3477099999999993,0.2647499999999994,0.1145743,GALAXY
22.07598,21.90177,21.72164,21.81994,21.35089,0.1742100000000022,0.18012999999999835,-0.09829999999999828,0.4690499999999993,2.331256,QSO
20.33503,18.45293,17.71465,17.43138,17.29823,1.8821000000000012,0.7382799999999996,0.28326999999999813,0.13315000000000055,1.98296e-05,STAR
21.78649,19.54022,18.32193,17.76102,17.37624,2.246269999999999,1.2182900000000032,0.5609099999999998,0.38477999999999923,-1.105449e-05,STAR
20.75985,21.13743,20.68655,20.52475,20.84585,-0.37757999999999825,0.45087999999999795,0.1617999999999995,-0.3210999999999977,1.332327,QSO
21.36876,21.3907,21.16216,21.16042,21.10457,-0.021939999999997184,0.22853999999999886,0.0017400000000016291,0.05584999999999951,1.052504,QSO
18.57548,17.0461,16.90918,16.89362,16.87324,1.5293799999999997,0.13691999999999993,0.015560000000000684,0.0203799999999994,-0.000158665,STAR
24.63413,23.58616,20.86045,19.289,18.74544,1.0479699999999994,2.7257099999999994,1.5714499999999987,0.5435600000000029,0.1500054,GALAXY
22.38231,22.22467,21.86021,22.05532,21.89441,0.15764000000000067,0.3644600000000011,-0.19510999999999967,0.16090999999999767,-0.0001203133,STAR
26.73943,24.45037,21.96826,20.60232,19.84087,2.289059999999999,2.4821099999999987,1.365940000000002,0.76145,0.6946601,GALAXY
23.74928,21.48552,19.68612,18.8428,18.24576,2.2637599999999978,1.799400000000002,0.8433199999999985,0.5970399999999998,0.4961469,GALAXY
22.58498,22.57066,21.15533,19.89497,19.33935,0.014320000000001443,1.4153300000000009,1.2603599999999986,0.5556200000000011,0.6617753,GALAXY
21.62802,20.7316,20.331,20.14719,20.45566,0.8964199999999991,0.40060000000000073,0.18381000000000114,-0.30847000000000335,0.02481399,GALAXY
22.71987,21.10782,19.60352,18.79358,18.22177,1.61205,1.5043000000000006,0.809940000000001,0.5718099999999993,0.4390378,GALAXY
19.9491,18.47068,17.81017,17.54934,17.39373,1.4784199999999998,0.6605100000000022,0.26082999999999856,0.15560999999999936,-0.0003272252,STAR
25.24834,24.97292,24.87046,21.23086,20.05083,0.27542000000000044,0.10245999999999711,3.6396000000000015,1.1800299999999986,-3.355149e-05,STAR
22.67101,23.05285,20.92891,19.8225,19.30216,-0.3818400000000004,2.123940000000001,1.1064099999999968,0.5203400000000009,0.6017132,GALAXY
23.31478,20.75115,20.28181,20.0241,19.93837,2.56363,0.469339999999999,0.25770999999999944,0.08573000000000164,-0.0008354319,STAR
19.2203,18.16171,18.07366,18.06107,18.05439,1.0585900000000024,0.08804999999999907,0.012589999999999435,0.006679999999999353,0.0006719441,STAR
19.61566,18.16727,17.56137,17.32821,17.20326,1.4483899999999998,0.6058999999999983,0.2331600000000016,0.12494999999999834,-0.0003794194,STAR
23.41432,21.94335,19.86176,18.94351,18.55712,1.4709700000000012,2.0815899999999985,0.9182500000000005,0.3863899999999987,0.463076,GALAXY
23.07535,21.00326,20.29789,19.62826,21.18786,2.0720899999999993,0.705370000000002,0.669629999999998,-1.5595999999999997,-7.390197e-05,STAR
20.34716,20.28407,20.187,20.11664,19.948,0.06308999999999898,0.09706999999999866,0.07036000000000087,0.1686399999999999,2.067452,QSO
23.51601,22.32696,22.24091,22.37964,21.5383,1.1890500000000017,0.08605000000000018,-0.1387299999999989,0.8413399999999989,3.489013,QSO
21.5682,20.98293,20.68733,20.62218,20.19107,0.5852700000000013,0.2956000000000003,0.06514999999999915,0.4311100000000003,0.9928038,QSO
22.00017,21.42865,21.01272,20.83232,20.32884,0.5715199999999996,0.41592999999999947,0.18040000000000234,0.5034799999999997,-0.0001524879,STAR
20.42032,18.31037,17.2596,16.81603,16.43307,2.1099500000000013,1.05077,0.4435699999999976,0.38296000000000063,0.1281516,GALAXY
23.98731,20.91576,20.21124,19.92024,19.87081,3.071550000000002,0.7045199999999987,0.29100000000000037,0.04943000000000097,-7.731323e-05,STAR
24.4663,20.38774,18.67048,18.07779,17.713,4.0785599999999995,1.7172599999999996,0.592690000000001,0.3647899999999993,0.3553686,GALAXY
19.20876,18.18528,17.85597,17.73052,17.67104,1.0234800000000028,0.32930999999999955,0.12545000000000073,0.05947999999999709,-0.00133185,STAR
22.53839,21.97358,20.27783,19.33923,18.91705,0.5648100000000014,1.6957499999999968,0.938600000000001,0.4221800000000009,0.5103441,GALAXY
20.40448,18.52633,17.52491,17.07918,16.73155,1.878149999999998,1.001420000000003,0.4457299999999975,0.3476300000000023,0.09577919,GALAXY
21.56645,20.99653,21.03011,21.06544,20.99834,0.5699199999999998,-0.03358000000000061,-0.03532999999999831,0.06709999999999994,0.0003187389,STAR
22.8702,20.88201,19.39016,18.19054,17.51494,1.9881899999999995,1.4918499999999995,1.199620000000003,0.6755999999999993,0.0001199701,STAR
21.90329,20.0466,18.38477,17.78553,17.44118,1.8566899999999968,1.661830000000002,0.5992399999999982,0.34435000000000215,0.2960697,GALAXY
21.79977,21.30013,20.62698,19.9279,19.13011,0.4996399999999994,0.6731499999999997,0.6990799999999986,0.7977900000000027,0.794132,QSO
19.81222,19.59474,19.44647,19.1472,19.13624,0.21747999999999834,0.14827000000000012,0.2992699999999999,0.010960000000000747,1.671981,QSO
23.49973,21.65286,21.47606,21.47579,21.96609,1.8468699999999991,0.17680000000000007,0.00027000000000043656,-0.4903000000000013,0.0002688167,STAR
23.91079,22.64271,21.07362,19.96952,19.41011,1.2680799999999977,1.5690900000000028,1.104099999999999,0.5594099999999997,0.5450551,GALAXY
19.35418,19.77505,20.1859,20.5465,20.58284,-0.42087000000000074,-0.41084999999999994,-0.3606000000000016,-0.03633999999999915,-0.0001132509,STAR
